fight_id,fighter1_id,fighter1,fighter2_id,fighter2,result,bout,round,format,f1_wins,f1_losses,f1_draws,f1_no_contests,f1_height,f1_weight,f1_reach,f1_stance,f1_dob,f1_SLpM,f1_str_acc,f1_SApM,f1_str_def,f1_td_avg,f1_td_acc,f1_td_def,f1_sub_avg,f2_wins,f2_losses,f2_draws,f2_no_contests,f2_height,f2_weight,f2_reach,f2_stance,f2_dob,f2_SLpM,f2_str_acc,f2_SApM,f2_str_def,f2_td_avg,f2_td_acc,f2_td_def,f2_sub_avg
6455,5b5307450405abf0,Rick Story,8b69839f3555a67b,Martin Kampmann,Martin Kampmann,Welterweight Bout,3,3 Rnd (5-5-5),19,9,0,0,175.26,77.1,180.34,Southpaw,1984-08-28,3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9,20,7,0,0,182.88,77.1,182.88,Orthodox,1982-04-17,3.22,0.42,3.28,0.62,1.86,0.41,0.78,2.0
6456,c6a33ff198aaaeeb,Stephan Bonnar,b959e8c7fd8390d2,Kyle Kingsbury,Stephan Bonnar,Light Heavyweight Bout,3,3 Rnd (5-5-5),15,9,0,0,193.04,92.97,200.66,Orthodox,1977-04-04,2.76,0.38,3.01,0.52,1.32,0.4,0.6,1.0,11,6,0,1,193.04,92.97,200.66,Orthodox,1982-03-22,2.97,0.4,3.81,0.51,2.64,0.41,0.52,0.0
6457,c0ab242c40decc55,Ryan Bader,497ba5b12a4bfc47,Jason Brilz,Ryan Bader,Light Heavyweight Bout,1,3 Rnd (5-5-5),23,5,0,0,187.96,92.97,187.96,Orthodox,1983-06-07,2.82,0.43,1.39,0.71,3.37,0.44,0.8,0.4,22,6,1,0,180.34,92.97,180.34,Orthodox,1975-07-07,2.66,0.4,1.78,0.65,2.37,0.25,0.25,1.3
6458,d0314416a7f26527,Michael McDonald,d18dbcb0f8e2b55d,Alex Soto,Michael McDonald,Bantamweight Bout,1,3 Rnd (5-5-5),17,4,0,0,175.26,61.22,177.8,Orthodox,1991-01-15,2.69,0.42,2.76,0.57,1.09,0.66,0.52,1.4,8,3,1,0,172.72,61.22,,Southpaw,1984-02-15,2.95,0.25,5.02,0.59,2.82,0.3,0.0,0.0
6459,4d44f37107f01b9b,Tom Lawlor,3a8176e15b9887c1,Chris Weidman,Chris Weidman,Middleweight Bout,1,3 Rnd (5-5-5),10,6,0,1,182.88,92.97,187.96,Southpaw,1983-05-15,2.5,0.42,2.41,0.6,2.46,0.32,0.57,1.4,16,8,0,0,187.96,83.9,198.12,Orthodox,1984-06-17,3.11,0.45,3.37,0.51,3.27,0.42,0.72,0.8
6460,75e5fec9f72910ef,Gleison Tibau,6a2f7c151031653d,Rafael Dos Anjos,Gleison Tibau,Lightweight Bout,3,3 Rnd (5-5-5),33,14,0,0,177.8,70.29,180.34,Southpaw,1983-10-07,1.95,0.31,2.51,0.63,4.08,0.53,0.92,0.8,32,17,0,0,172.72,77.1,177.8,Southpaw,1984-10-26,3.48,0.47,3.23,0.6,1.95,0.35,0.54,0.6
6461,33b2f68ef95252e0,Miguel Torres,8cb76103cd8a1562,Nick Pace,Miguel Torres,Bantamweight Bout,3,3 Rnd (5-5-5),44,9,0,0,175.26,61.22,193.04,Orthodox,1981-01-18,3.98,0.43,1.86,0.74,0.0,0.0,0.17,1.6,8,3,0,0,170.18,61.22,172.72,Orthodox,1987-04-17,1.48,0.34,3.14,0.57,2.52,0.43,0.54,0.5
6462,31123249b0bbf52e,Matt Brown,fd5b6598a3b70c0a,Seth Baczynski,Seth Baczynski,Welterweight Bout,2,3 Rnd (5-5-5),26,19,0,0,182.88,77.1,190.5,Orthodox,1981-01-10,3.76,0.55,2.92,0.55,1.68,0.46,0.63,1.3,20,14,0,0,190.5,77.1,190.5,Orthodox,1981-10-26,3.08,0.31,3.14,0.51,0.89,0.16,0.48,0.8
6463,d1e7fc58d4225cdf,Danny Castillo,e2b8186b618b00c4,Shamar Bailey,Danny Castillo,Lightweight Bout,1,3 Rnd (5-5-5),17,10,0,0,175.26,70.29,180.34,Orthodox,1979-08-25,2.57,0.42,1.96,0.62,2.95,0.38,0.63,0.2,16,11,0,0,175.26,70.29,190.5,Southpaw,1982-09-22,1.56,0.2,3.91,0.69,1.5,0.33,0.37,0.0
6464,0ff11cc094e887bc,Cain Velasquez,63def5a5662a6917,Junior Dos Santos,Junior Dos Santos,UFC Heavyweight Title Bout,1,5 Rnd (5-5-5-5-5),14,3,0,0,185.42,108.84,195.58,Orthodox,1982-07-28,6.37,0.57,2.33,0.57,5.13,0.45,0.85,0.4,21,9,0,0,193.04,107.94,195.58,Orthodox,1984-01-30,4.49,0.47,3.33,0.56,0.3,0.5,0.81,0.1
6465,c47df9303d318c67,Clay Guida,2676b28836a5a836,Benson Henderson,Benson Henderson,Lightweight Bout,3,3 Rnd (5-5-5),38,22,0,0,170.18,70.29,177.8,Orthodox,1981-12-08,2.63,0.33,3.0,0.61,3.1,0.35,0.66,0.6,24,7,0,0,175.26,77.1,177.8,Southpaw,1983-11-16,2.93,0.45,1.79,0.63,2.4,0.45,0.63,0.8
6466,029eaff01e6bb8f0,Dustin Poirier,8e5bfd4e82352340,Pablo Garza,Dustin Poirier,Featherweight Bout,2,3 Rnd (5-5-5),30,9,0,1,175.26,70.29,182.88,Southpaw,1989-01-19,5.3,0.5,4.33,0.52,1.24,0.36,0.64,1.3,12,4,0,0,185.42,65.76,185.42,Orthodox,1983-09-16,3.37,0.44,2.7,0.5,0.94,0.25,0.15,1.3
6467,d247691a6c0e9034,Cub Swanson,3974fa35c917af1d,Ricardo Lamas,Ricardo Lamas,Featherweight Bout,2,3 Rnd (5-5-5),30,14,0,0,172.72,65.76,177.8,Orthodox,1983-11-02,4.79,0.51,4.0,0.59,1.01,0.5,0.63,0.4,20,8,0,0,172.72,65.76,180.34,Orthodox,1982-05-21,3.13,0.47,2.87,0.57,1.84,0.33,0.46,0.9
6468,322a56923b396b4d,DaMarques Johnson,83a477a7dba1ca58,Clay Harvison,DaMarques Johnson,Welterweight Bout,1,3 Rnd (5-5-5),15,15,0,0,185.42,77.1,190.5,Orthodox,1982-06-28,2.11,0.37,3.75,0.51,1.18,0.55,0.19,0.7,13,6,0,0,185.42,77.1,187.96,Orthodox,1980-09-25,3.29,0.48,3.91,0.58,0.66,1.0,0.68,1.3
6469,4834ff149dc9542a,Norifumi Yamamoto,6546af7ab545b90c,Darren Uyenoyama,Darren Uyenoyama,Bantamweight Bout,3,3 Rnd (5-5-5),18,6,0,2,162.56,61.22,167.64,Southpaw,1977-03-15,2.09,0.45,2.01,0.57,0.41,0.22,0.45,0.0,10,6,0,0,167.64,56.69,165.1,Orthodox,1979-10-15,1.34,0.39,2.21,0.66,1.42,0.33,0.35,0.7
6470,51b1e2fd9872005b,Mackens Semerzier,960d6cae8879ba2b,Robert Peralta,NC,Featherweight Bout,3,3 Rnd (5-5-5),8,4,0,1,175.26,65.76,182.88,Orthodox,1980-11-03,2.91,0.45,3.48,0.46,2.14,0.5,0.5,2.1,18,8,0,1,172.72,65.76,180.34,Orthodox,1986-03-14,3.76,0.44,2.97,0.53,0.59,0.66,0.65,0.0
6471,7aa3d6964eff4877,Alex Caceres,5df17b3620145578,Cole Escovedo,Alex Caceres,Bantamweight Bout,3,3 Rnd (5-5-5),21,15,0,1,177.8,65.76,185.42,Southpaw,1988-06-20,4.21,0.49,3.09,0.62,0.54,0.68,0.64,0.7,17,9,0,0,170.18,61.22,182.88,Orthodox,1981-08-30,1.77,0.43,4.32,0.49,0.43,0.33,0.13,0.0
6472,236a37d96d476164,Mike Pierce,c7011de4765d2497,Paul Bradley,Mike Pierce,Welterweight Bout,3,3 Rnd (5-5-5),17,7,0,0,172.72,77.1,180.34,Orthodox,1980-09-01,2.62,0.42,2.36,0.62,3.08,0.42,0.71,0.2,23,8,0,2,175.26,77.1,,Orthodox,1983-06-13,2.26,0.32,4.13,0.56,1.12,0.16,1.0,0.0
6473,11f8860028b68fcf,Aaron Rosa,668222c99c5c311d,Matt Lucas,Aaron Rosa,Light Heavyweight Bout,3,3 Rnd (5-5-5),18,6,0,0,193.04,92.97,195.58,Orthodox,1983-05-28,4.03,0.47,4.41,0.45,0.36,0.33,0.85,0.4,15,3,0,0,185.42,92.97,,,,1.27,0.48,3.93,0.4,1.0,0.1,0.0,0.0
6474,d43a048a880efdff,Chris Leben,179f1948dc234f1f,Mark Munoz,Mark Munoz,Middleweight Bout,2,5 Rnd (5-5-5-5-5),22,11,0,0,180.34,83.9,185.42,Southpaw,1980-07-21,2.87,0.42,2.87,0.52,1.14,0.41,0.53,0.8,14,6,0,0,182.88,83.9,180.34,Orthodox,1978-02-09,3.12,0.51,2.26,0.57,3.17,0.29,0.57,0.6
6475,c945adc22c2bfe8f,Brad Pickett,2c99576fefe53c7c,Renan Barao,Renan Barao,Bantamweight Bout,1,3 Rnd (5-5-5),25,14,0,0,167.64,61.22,172.72,Orthodox,1978-09-24,3.02,0.31,4.63,0.55,2.47,0.44,0.58,0.4,34,9,0,1,167.64,65.76,177.8,Orthodox,1987-01-31,3.78,0.36,3.9,0.57,1.49,0.41,0.91,0.5
6476,31ee470ef5dc8d7f,Thiago Alves,c9f6385af6df66d7,Papy Abedi,Thiago Alves,Welterweight Bout,1,3 Rnd (5-5-5),23,15,0,0,175.26,77.1,177.8,Orthodox,1983-10-03,3.73,0.41,3.42,0.62,0.71,0.6,0.63,0.3,10,4,0,0,180.34,83.9,,Southpaw,1978-06-30,2.8,0.55,3.15,0.48,3.47,0.57,0.5,1.3
6477,43563a32c3f10e95,Cyrille Diabate,4b4753d19489297f,Anthony Perosh,Anthony Perosh,Light Heavyweight Bout,2,3 Rnd (5-5-5),19,10,1,0,198.12,92.97,205.74,Southpaw,1973-10-06,4.06,0.71,1.78,0.6,1.17,0.83,0.53,0.2,15,10,0,0,190.5,92.97,190.5,Orthodox,1972-10-05,2.27,0.43,3.77,0.53,2.03,0.22,0.33,1.1
6478,33011768c3c4dc9a,Terry Etim,6224e8d0a34264eb,Edward Faaloloto,Terry Etim,Lightweight Bout,1,3 Rnd (5-5-5),16,5,0,0,185.42,70.29,185.42,Orthodox,1986-01-11,2.16,0.35,2.53,0.67,0.43,0.3,0.39,1.4,2,5,0,0,,70.29,177.8,Orthodox,1984-07-15,2.28,0.32,6.25,0.44,1.01,0.25,0.33,0.0
6479,1a7745388839e52b,John Maguire,e56daf7725a0b5ab,Justin Edwards,John Maguire,Welterweight Bout,3,3 Rnd (5-5-5),24,9,0,0,175.26,70.29,175.26,Southpaw,1983-05-19,1.41,0.41,2.44,0.65,2.8,0.46,0.77,1.1,9,5,0,0,177.8,70.29,177.8,Orthodox,1983-01-26,2.68,0.42,3.32,0.51,2.14,0.26,0.27,1.0
6480,a7d687e6ecb30981,Rob Broughton,6ef65b6a152e49d5,Philip De Fries,Philip De Fries,Heavyweight Bout,3,3 Rnd (5-5-5),16,7,1,0,187.96,120.18,187.96,Orthodox,1983-03-03,2.83,0.6,2.54,0.51,0.0,0.0,0.26,3.2,12,6,0,1,195.58,113.38,200.66,Orthodox,1986-04-21,2.3,0.47,3.0,0.37,3.29,0.42,1.0,0.6
6481,9f842be1a5337be6,Michihiro Omigawa,f59e9e49ef85b469,Jason Young,Michihiro Omigawa,Featherweight Bout,3,3 Rnd (5-5-5),17,14,1,0,167.64,65.76,172.72,Orthodox,1975-12-19,2.01,0.39,3.06,0.64,1.19,0.36,0.49,1.5,9,6,0,0,175.26,65.76,185.42,Orthodox,1986-06-28,2.97,0.37,3.2,0.5,1.98,0.66,0.55,0.0
6482,8c8c92a12621d7e0,Chris Cope,6cadfd8f1d9e7685,Che Mills,Che Mills,Welterweight Bout,1,3 Rnd (5-5-5),8,4,0,0,182.88,77.1,182.88,Orthodox,1983-03-05,3.96,0.26,4.82,0.5,0.0,0.0,0.8,0.0,16,10,0,3,185.42,77.1,193.04,Orthodox,1982-09-29,2.08,0.52,2.87,0.43,1.18,0.66,0.58,0.0
6483,b2e3aca4cd363477,Chris Cariaso,8bb6f4479685bbcc,Vaughan Lee,Chris Cariaso,Bantamweight Bout,3,3 Rnd (5-5-5),17,8,0,0,160.02,56.69,162.56,Southpaw,1981-05-27,3.35,0.43,2.23,0.61,1.11,0.39,0.57,0.8,14,13,1,0,167.64,56.69,167.64,Orthodox,1982-10-15,3.47,0.47,2.07,0.7,0.81,0.33,0.72,1.0
6484,73c7cfa551289285,BJ Penn,f57a8a52ca401ed9,Nick Diaz,Nick Diaz,Welterweight Bout,3,3 Rnd (5-5-5),16,14,2,0,175.26,70.29,177.8,Orthodox,1978-12-13,2.76,0.48,3.2,0.56,1.19,0.55,0.74,0.5,26,10,0,2,185.42,77.1,193.04,Southpaw,1983-08-02,5.71,0.42,3.84,0.59,1.28,0.32,0.6,1.0
6485,1eacf73d6a0055dc,Cheick Kongo,ba280572acfba13f,Matt Mitrione,Cheick Kongo,Heavyweight Bout,3,3 Rnd (5-5-5),27,10,2,0,193.04,108.84,208.28,Orthodox,1975-05-17,3.33,0.56,1.28,0.54,2.3,0.56,0.52,0.2,12,5,0,0,190.5,120.18,208.28,Switch,1978-07-15,3.55,0.5,2.79,0.64,0.0,0.0,0.55,0.7
6486,c32fb8c0f6471a4d,Mirko Filipovic,3f7c14c7eca7195d,Roy Nelson,Roy Nelson,Heavyweight Bout,3,3 Rnd (5-5-5),35,11,2,1,187.96,104.31,185.42,Southpaw,1974-09-10,2.11,0.5,1.89,0.63,0.19,0.4,0.78,0.3,22,14,0,0,182.88,119.27,185.42,Orthodox,1976-06-20,2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1
6487,0b64d0fed453ef7f,Scott Jorgensen,a8ea84cbe1655f0a,Jeff Curran,Scott Jorgensen,Bantamweight Bout,3,3 Rnd (5-5-5),15,12,0,0,165.1,61.22,167.64,Orthodox,1982-09-17,3.37,0.4,3.41,0.65,2.61,0.45,0.59,0.7,36,18,1,0,167.64,61.22,175.26,Orthodox,1977-09-02,1.54,0.31,2.48,0.6,0.35,0.12,0.35,1.2
6488,ef7fa30364cbe7f2,Hatsu Hioki,3c0437fbeda06962,George Roop,Hatsu Hioki,Featherweight Bout,3,3 Rnd (5-5-5),29,10,2,0,180.34,65.76,185.42,Orthodox,1983-07-18,2.42,0.42,2.12,0.65,2.55,0.56,0.54,0.6,15,13,1,0,185.42,61.22,182.88,Orthodox,1981-11-10,3.43,0.34,2.47,0.6,1.05,0.57,0.59,0.1
6489,5f87a5c00b3d17ed,Dennis Siver,1d00756835ca67c9,Donald Cerrone,Donald Cerrone,Lightweight Bout,1,3 Rnd (5-5-5),23,11,0,1,167.64,65.76,177.8,Orthodox,1979-01-13,3.87,0.32,2.67,0.65,0.87,0.32,0.65,0.3,36,17,0,2,185.42,70.29,185.42,Orthodox,1983-03-29,4.41,0.46,4.48,0.53,1.16,0.33,0.73,1.2
6490,20205040232ed0f3,Tyson Griffin,4304992c2acc187b,Bart Palaszewski,Bart Palaszewski,Featherweight Bout,1,3 Rnd (5-5-5),16,8,0,0,167.64,65.76,172.72,Orthodox,1984-04-20,3.71,0.41,2.3,0.65,1.87,0.46,0.59,0.9,36,17,0,0,175.26,65.76,177.8,Orthodox,1983-05-30,2.67,0.32,3.97,0.57,0.65,0.31,0.53,0.5
6491,fa315e6c77eee106,Brandon Vera,a08d909a5be6f410,Eliot Marshall,Brandon Vera,Light Heavyweight Bout,3,3 Rnd (5-5-5),15,7,0,1,190.5,104.31,198.12,Orthodox,1977-10-10,3.03,0.56,2.81,0.52,0.7,0.53,0.59,0.2,10,4,0,0,187.96,92.97,195.58,Orthodox,1980-07-07,1.93,0.27,2.39,0.67,0.47,0.33,0.79,0.9
6492,22aa91e402d0fe1f,Ramsey Nijem,a66395395b5f1394,Danny Downes,Ramsey Nijem,Lightweight Bout,3,3 Rnd (5-5-5),9,6,0,0,180.34,70.29,190.5,Orthodox,1988-04-01,3.05,0.44,1.62,0.62,5.32,0.62,0.55,1.1,8,3,0,0,182.88,70.29,182.88,Orthodox,1986-04-08,1.66,0.34,3.53,0.37,0.0,0.0,0.37,0.5
6493,6c2030e0a143a94b,Chris Camozzi,3591d0d5d382a381,Francis Carmont,Francis Carmont,Middleweight Bout,3,3 Rnd (5-5-5),24,13,0,0,187.96,83.9,190.5,Orthodox,1986-11-20,3.57,0.44,2.96,0.56,0.27,0.19,0.57,0.5,25,12,0,0,190.5,92.97,198.12,Orthodox,1981-10-11,2.22,0.42,1.64,0.59,1.79,0.36,0.73,0.6
6494,e4277e87a789d687,Dustin Jacoby,5abf827d62f98fee,Clifford Starks,Clifford Starks,Middleweight Bout,3,3 Rnd (5-5-5),21,9,1,0,190.5,92.97,193.04,Orthodox,1988-04-04,5.37,0.47,4.02,0.57,0.33,0.25,0.62,0.0,13,3,0,0,182.88,83.9,198.12,Orthodox,1981-04-25,1.94,0.33,2.49,0.58,1.94,1.0,0.6,0.0
6495,f2688492b9a525a3,Frankie Edgar,7d96bc577e5178b2,Gray Maynard,Frankie Edgar,UFC Lightweight Title Bout,4,5 Rnd (5-5-5-5-5),23,11,1,0,167.64,61.22,172.72,Orthodox,1981-10-16,3.77,0.4,2.82,0.65,2.29,0.31,0.65,0.3,13,7,1,1,175.26,70.29,177.8,Orthodox,1979-05-09,1.92,0.32,2.64,0.66,2.91,0.47,0.81,0.7
6496,d0f3959b4a9747e6,Jose Aldo,cb139171ed1b69fe,Kenny Florian,Jose Aldo,UFC Featherweight Title Bout,5,5 Rnd (5-5-5-5-5),32,10,0,0,170.18,61.22,177.8,Orthodox,1986-09-09,3.65,0.46,3.81,0.6,0.47,0.51,0.92,0.1,14,6,0,0,177.8,65.76,187.96,Southpaw,1976-05-26,2.41,0.4,1.85,0.63,2.22,0.33,0.6,1.3
6497,48d1f690b763934c,Chael Sonnen,579fcdfcabd23a7b,Brian Stann,Chael Sonnen,Middleweight Bout,2,3 Rnd (5-5-5),29,15,1,0,185.42,92.97,185.42,Southpaw,1977-04-03,3.08,0.43,1.1,0.62,3.81,0.59,0.66,0.4,12,6,0,0,185.42,92.97,187.96,Orthodox,1980-09-24,3.28,0.42,2.65,0.59,0.12,0.12,0.6,0.3
6498,917e53fa0adea0d3,Leonard Garcia,80dbeb1dd5b53e64,Nam Phan,Nam Phan,Featherweight Bout,3,3 Rnd (5-5-5),18,13,1,0,177.8,65.76,172.72,Orthodox,1979-07-14,2.77,0.24,4.79,0.52,0.3,0.26,0.42,0.5,21,17,0,0,167.64,61.22,177.8,Orthodox,1983-03-13,4.52,0.37,6.55,0.59,0.18,0.18,0.6,0.2
6499,ccd1299e0345e0ce,Melvin Guillard,3bad7ef643840f67,Joe Lauzon,Joe Lauzon,Lightweight Bout,1,3 Rnd (5-5-5),32,18,2,3,175.26,70.29,180.34,Orthodox,1983-03-30,2.96,0.4,1.85,0.66,1.3,0.63,0.61,0.2,28,16,0,0,177.8,70.29,180.34,Orthodox,1984-05-22,2.84,0.39,5.39,0.54,2.39,0.45,0.54,2.0
6500,427b5953ac8e3a27,Demian Maia,f8dc544e7077d014,Jorge Santiago,Demian Maia,Middleweight Bout,3,3 Rnd (5-5-5),28,11,0,0,185.42,77.1,182.88,Southpaw,1977-11-06,1.8,0.43,2.07,0.63,2.49,0.24,0.61,1.0,25,12,0,0,185.42,77.1,190.5,Orthodox,1980-10-09,1.69,0.35,2.62,0.56,0.58,0.3,0.52,0.8
6501,cbb682f5fcc44bfc,Anthony Pettis,18968f97ad34f15c,Jeremy Stephens,Anthony Pettis,Lightweight Bout,3,3 Rnd (5-5-5),24,10,0,0,177.8,70.29,182.88,Orthodox,1987-01-27,3.05,0.47,3.44,0.54,0.61,0.5,0.6,1.1,28,20,0,1,175.26,70.29,180.34,Orthodox,1986-05-25,3.15,0.4,3.14,0.58,1.11,0.38,0.62,0.4
6502,46baf0f57edfa4df,Joey Beltran,d28dee5c705991df,Stipe Miocic,Stipe Miocic,Heavyweight Bout,3,3 Rnd (5-5-5),17,14,0,1,185.42,83.9,190.5,Orthodox,1981-12-08,4.92,0.36,5.27,0.54,0.48,0.18,0.75,0.0,20,5,0,0,193.04,108.84,203.2,Orthodox,1982-08-19,4.67,0.52,4.01,0.52,1.74,0.34,0.65,0.0
6503,c23e3d4875340d8d,Zhang Tiequan,92a9aa9c93192871,Darren Elkins,Darren Elkins,Featherweight Bout,3,3 Rnd (5-5-5),15,4,0,0,172.72,70.29,175.26,Orthodox,1978-07-25,1.23,0.36,2.14,0.51,1.95,0.58,0.75,3.4,29,12,0,0,177.8,65.76,180.34,Orthodox,1984-05-16,3.4,0.38,3.34,0.51,2.87,0.34,0.56,1.1
6504,d5f820c11a121050,Aaron Simpson,f59f1d3a2ff13edd,Eric Schafer,Aaron Simpson,Middleweight Bout,3,3 Rnd (5-5-5),12,5,0,0,182.88,77.1,185.42,Orthodox,1974-07-20,3.6,0.52,2.53,0.56,3.78,0.34,0.83,0.5,14,8,2,0,190.5,83.9,193.04,Orthodox,1977-09-20,1.89,0.34,3.38,0.56,1.81,0.36,0.5,1.8
6505,f1f9e48a0d150757,Steve Cantwell,5b2d7906aa894274,Mike Massenzio,Mike Massenzio,Middleweight Bout,3,3 Rnd (5-5-5),7,6,0,0,187.96,83.9,190.5,Orthodox,1986-12-08,3.63,0.34,5.76,0.55,0.65,0.3,0.8,0.7,13,9,0,0,187.96,83.9,185.42,Southpaw,1982-11-01,2.08,0.45,3.59,0.54,2.74,0.24,0.5,1.4
6506,10f3ba6cd2f44a97,Dominick Cruz,8a304bfd6bf04a57,Demetrious Johnson,Dominick Cruz,UFC Bantamweight Title Bout,5,5 Rnd (5-5-5-5-5),24,4,0,0,172.72,61.22,172.72,Orthodox,1985-03-09,3.91,0.33,2.61,0.7,2.82,0.42,0.83,0.1,27,3,1,0,160.02,56.69,167.64,Orthodox,1986-08-13,3.43,0.54,1.66,0.67,3.35,0.56,0.65,0.5
6507,658c3465581ae46b,Pat Barry,ebc1f40e00e0c481,Stefan Struve,Stefan Struve,Heavyweight Bout,2,3 Rnd (5-5-5),8,7,0,0,180.34,106.58,187.96,Orthodox,1979-07-07,2.72,0.52,3.54,0.59,0.0,0.0,0.76,0.2,33,13,0,0,210.82,120.18,213.36,Orthodox,1988-02-18,3.12,0.47,4.04,0.46,0.56,0.46,0.55,1.7
6508,365fee2da473b177,Anthony Johnson,98f6da59d765ec94,Charlie Brenneman,Anthony Johnson,Welterweight Bout,1,3 Rnd (5-5-5),22,6,0,0,187.96,92.97,198.12,Orthodox,1984-03-06,3.25,0.47,1.83,0.6,2.43,0.57,0.77,0.6,19,8,0,0,177.8,70.29,177.8,Orthodox,1981-02-09,1.52,0.56,1.55,0.46,4.23,0.42,0.72,0.0
6509,eb29176b03dfa888,Matt Wiman,86f582852a5b240a,Mac Danzig,Matt Wiman,Lightweight Bout,3,3 Rnd (5-5-5),16,10,0,0,177.8,70.29,172.72,Orthodox,1983-09-19,3.17,0.5,3.57,0.51,2.13,0.37,0.56,1.5,21,12,1,0,172.72,70.29,177.8,Orthodox,1980-01-02,3.39,0.48,3.44,0.57,1.2,0.37,0.46,0.6
6510,5f04e3d58d9ce982,Yves Edwards,15b1b21cd743d652,Rafaello Oliveira,Yves Edwards,Lightweight Bout,2,3 Rnd (5-5-5),42,22,1,1,175.26,70.29,185.42,Southpaw,1976-09-30,2.91,0.42,2.34,0.66,0.76,0.53,0.69,0.7,17,8,0,0,172.72,70.29,180.34,Orthodox,1982-01-26,2.19,0.33,3.38,0.59,2.49,0.36,0.11,1.6
6511,511e82663651438d,Michael Johnson,7b143a54451263d9,Paul Sass,Paul Sass,Lightweight Bout,1,3 Rnd (5-5-5),24,19,0,0,177.8,70.29,185.42,Southpaw,1986-06-04,4.23,0.39,3.8,0.58,0.61,0.4,0.81,0.0,14,2,0,0,182.88,70.29,185.42,Orthodox,1988-08-04,0.53,0.26,1.9,0.51,0.53,0.16,0.33,7.4
6512,bc7230f231701d66,Mike Easton,ecdf14f4f8643d39,Byron Bloodworth,Mike Easton,Bantamweight Bout,2,3 Rnd (5-5-5),13,6,0,0,167.64,61.22,177.8,Southpaw,1984-01-25,3.51,0.37,4.28,0.61,0.75,0.22,0.66,0.0,6,3,0,0,172.72,61.22,,Orthodox,1983-08-16,1.82,0.28,5.18,0.5,0.0,0.0,0.0,0.0
6513,75e0d3cc2262b732,Shane Roller,a26198ba5093147e,TJ Grant,TJ Grant,Lightweight Bout,3,3 Rnd (5-5-5),11,7,0,0,177.8,70.29,182.88,Orthodox,1979-07-14,2.04,0.34,2.65,0.6,2.46,0.33,0.42,1.9,21,5,0,0,177.8,70.29,182.88,Orthodox,1984-02-26,3.95,0.54,3.21,0.56,1.63,0.43,0.36,0.6
6514,d1a1314976c50bef,Josh Neer,cd12227edd3f134b,Keith Wisniewski,Josh Neer,Welterweight Bout,2,3 Rnd (5-5-5),36,16,1,0,180.34,77.1,182.88,Orthodox,1983-03-24,3.29,0.46,3.63,0.58,1.09,0.34,0.46,1.3,28,15,1,0,182.88,77.1,,Orthodox,1981-10-25,2.32,0.52,4.86,0.42,1.57,0.4,0.78,0.3
6515,92aafa8f4b26269b,Walel Watson,696002b59f09d73b,Joseph Sandoval,Walel Watson,Bantamweight Bout,1,3 Rnd (5-5-5),14,10,0,0,180.34,61.22,190.5,Orthodox,1984-07-16,2.1,0.29,3.79,0.43,0.0,0.0,0.61,1.4,7,7,0,0,170.18,61.22,,Southpaw,1986-05-11,1.82,0.42,12.12,0.6,0.0,0.0,0.0,0.0
6516,07f72a2a7591b409,Jon Jones,ffc088e64fab57e9,Quinton Jackson,Jon Jones,UFC Light Heavyweight Title Bout,4,5 Rnd (5-5-5-5-5),28,1,0,1,193.04,112.47,213.36,Orthodox,1987-07-19,4.38,0.58,2.24,0.64,1.89,0.45,0.95,0.5,37,12,0,0,185.42,92.97,185.42,Orthodox,1978-06-20,3.25,0.54,2.51,0.55,1.52,0.56,0.73,0.1
6517,621a6c59f88a44fe,Matt Hughes,dd37fd509af89f15,Josh Koscheck,Josh Koscheck,Welterweight Bout,1,3 Rnd (5-5-5),45,9,0,0,175.26,77.1,185.42,Switch,1973-10-13,2.14,0.53,1.36,0.53,2.95,0.5,0.35,1.2,17,11,0,0,177.8,77.1,185.42,Orthodox,1977-11-30,1.79,0.36,2.27,0.63,2.46,0.48,0.64,0.4
6518,bd58d34e39b7b12a,Ben Rothwell,eef9b891edbd4604,Mark Hunt,Mark Hunt,Heavyweight Bout,3,3 Rnd (5-5-5),39,14,0,0,193.04,120.18,198.12,Orthodox,1981-10-17,3.71,0.42,4.63,0.47,0.68,0.34,0.7,0.4,13,14,1,1,177.8,120.18,182.88,Orthodox,1974-03-23,2.81,0.43,2.9,0.51,0.51,0.55,0.64,0.2
6519,3236bf606fe9fa5b,Travis Browne,a7d687e6ecb30981,Rob Broughton,Travis Browne,Heavyweight Bout,3,3 Rnd (5-5-5),18,7,1,0,198.12,115.65,200.66,Orthodox,1982-07-17,2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2,16,7,1,0,187.96,120.18,187.96,Orthodox,1983-03-03,2.83,0.6,2.54,0.51,0.0,0.0,0.26,3.2
6520,8355922d564b152c,Nate Diaz,3be081c29bf734d9,Takanori Gomi,Nate Diaz,Lightweight Bout,1,3 Rnd (5-5-5),22,13,0,0,182.88,77.1,193.04,Southpaw,1985-04-16,4.57,0.45,3.77,0.52,1.05,0.3,0.41,1.3,35,14,0,1,170.18,70.29,177.8,Southpaw,1978-09-22,3.81,0.41,3.52,0.6,1.23,0.65,0.63,0.8
